# Chunk-averaged data for fix tensor and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount density/number c_press[1] c_press[2] c_press[3]
20000000 480 12190.000000000015
  1 0.5 38.1986 0.0165792 1.04781 3.80756 -98.0989
  2 1.5 38.1838 0.0165728 47.6499 71.8438 24.8389
  3 2.5 38.1791 0.0165708 44.921 27.8194 -2.91815
  4 3.5 38.2094 0.0165839 -76.0891 -23.0468 -12.3142
  5 4.5 38.1886 0.0165749 -56.8785 4.68007 -1.60132
  6 5.5 38.1759 0.0165694 -28.5514 -70.8673 -45.4417
  7 6.5 38.1731 0.0165682 90.237 21.5823 0.0371221
  8 7.5 38.2284 0.0165922 67.0695 30.0644 -24.3772
  9 8.5 38.1687 0.0165663 -2.69105 -41.2124 8.23988
  10 9.5 38.1651 0.0165647 23.4583 2.77359 -12.2715
  11 10.5 38.2052 0.0165821 7.37317 -76.9702 -31.0764
  12 11.5 38.2087 0.0165836 42.9538 2.64278 -9.06362
  13 12.5 38.1888 0.016575 39.561 12.0154 -13.0791
  14 13.5 38.1541 0.0165599 20.417 128.707 -1.73169
  15 14.5 38.1824 0.0165722 24.3626 156.705 -14.9659
  16 15.5 38.2042 0.0165817 27.3236 75.0956 -13.3782
  17 16.5 38.1856 0.0165736 -64.1877 57.4303 -72.1405
  18 17.5 38.1548 0.0165602 34.8677 95.6003 38.0247
  19 18.5 38.2364 0.0165956 15.4711 36.2166 9.03076
  20 19.5 38.1902 0.0165756 -25.7828 -21.3673 -44.1429
  21 20.5 38.1518 0.0165589 9.97991 -93.2125 -3.78387
  22 21.5 38.2016 0.0165806 -46.1444 -146.688 -31.6753
  23 22.5 38.2591 0.0166055 -58.1699 -84.0276 57.2666
  24 23.5 38.1484 0.0165575 -91.5944 -33.7648 -76.3363
  25 24.5 38.1961 0.0165782 -102.092 5.35603 5.32707
  26 25.5 38.2043 0.0165817 -34.9109 -11.1659 -21.7678
