# Chunk-averaged data for fix tensor2 and group c1
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount density/number
52500000 480 5042.000000000003
  1 0.5 28.4139 0.0123324
  2 1.5 28.4307 0.0123397
  3 2.5 28.3822 0.0123187
  4 3.5 28.4003 0.0123265
  5 4.5 28.4525 0.0123492
  6 5.5 28.4281 0.0123386
  7 6.5 28.3703 0.0123135
  8 7.5 28.4412 0.0123443
  9 8.5 28.4215 0.0123357
  10 9.5 28.3141 0.0122891
  11 10.5 28.2984 0.0122823
  12 11.5 28.4145 0.0123327
  13 12.5 28.3497 0.0123046
  14 13.5 28.3079 0.0122864
  15 14.5 28.318 0.0122908
  16 15.5 28.2811 0.0122748
  17 16.5 28.3165 0.0122901
  18 17.5 28.2062 0.0122423
  19 18.5 28.1658 0.0122247
  20 19.5 28.1933 0.0122367
  21 20.5 28.0893 0.0121915
  22 21.5 28.091 0.0121923
  23 22.5 28.0108 0.0121575
  24 23.5 27.8202 0.0120748
  25 24.5 27.7903 0.0120618
  26 25.5 27.621 0.0119883
  27 26.5 27.3781 0.0118829
  28 27.5 27.0465 0.0117389
  29 28.5 26.727 0.0116002
  30 29.5 26.2417 0.0113896
  31 30.5 25.5848 0.0111045
  32 31.5 24.7732 0.0107523
  33 32.5 23.7563 0.0103109
  34 33.5 22.741 0.00987024
  35 34.5 21.2674 0.00923062
  36 35.5 19.6336 0.00852151
  37 36.5 17.9621 0.00779606
  38 37.5 16.1517 0.00701028
  39 38.5 14.2196 0.0061717
  40 39.5 12.3253 0.00534954
  41 40.5 10.6074 0.00460389
  42 41.5 8.94674 0.00388314
  43 42.5 7.48356 0.00324807
  44 43.5 6.23601 0.0027066
  45 44.5 5.23994 0.00227428
  46 45.5 4.40489 0.00191184
  47 46.5 3.75047 0.00162781
  48 47.5 3.23002 0.00140192
  49 48.5 2.84452 0.0012346
  50 49.5 2.52764 0.00109707
  51 50.5 2.32768 0.00101028
  52 51.5 2.14529 0.000931115
  53 52.5 2.02444 0.000878663
  54 53.5 1.9424 0.000843056
  55 54.5 1.88374 0.000817597
  56 55.5 1.85338 0.00080442
  57 56.5 1.8419 0.000799434
  58 57.5 1.81013 0.000785646
  59 58.5 1.80355 0.000782792
  60 59.5 1.7825 0.000773653
  61 60.5 1.77382 0.000769885
  62 61.5 1.75162 0.00076025
  63 62.5 1.74912 0.000759167
  64 63.5 1.7371 0.000753948
  65 64.5 1.74674 0.000758132
  66 65.5 1.74734 0.000758392
  67 66.5 1.7277 0.000749872
  68 67.5 1.71872 0.000745972
  69 68.5 1.73577 0.000753372
  70 69.5 1.73227 0.000751854
  71 70.5 1.73469 0.000752903
  72 71.5 1.75794 0.000762993
  73 72.5 1.75351 0.000761073
  74 73.5 1.7493 0.000759243
  75 74.5 1.75597 0.000762139
  76 75.5 1.76722 0.000767024
  77 76.5 1.75322 0.000760944
  78 77.5 1.76692 0.000766892
  79 78.5 1.77806 0.000771726
  80 79.5 1.76908 0.00076783
  81 80.5 1.77512 0.000770451
  82 81.5 1.76522 0.000766156
  83 82.5 1.77236 0.000769253
  84 83.5 1.78823 0.000776142
  85 84.5 1.78795 0.000776021
  86 85.5 1.77499 0.000770396
  87 86.5 1.77221 0.000769188
  88 87.5 1.75858 0.000763274
  89 88.5 1.75902 0.000763462
  90 89.5 1.75853 0.00076325
  91 90.5 1.75854 0.000763257
  92 91.5 1.75118 0.000760059
  93 92.5 1.74379 0.000756854
  94 93.5 1.75862 0.000763292
  95 94.5 1.75579 0.000762063
  96 95.5 1.76029 0.000764014
  97 96.5 1.75376 0.000761181
  98 97.5 1.77258 0.000769351
  99 98.5 1.78085 0.000772937
  100 99.5 1.78998 0.000776899
  101 100.5 1.79906 0.00078084
  102 101.5 1.80954 0.000785392
  103 102.5 1.78362 0.000774142
  104 103.5 1.77774 0.00077159
  105 104.5 1.7741 0.00077001
  106 105.5 1.75986 0.00076383
  107 106.5 1.76764 0.000767205
  108 107.5 1.76812 0.000767413
  109 108.5 1.75562 0.00076199
  110 109.5 1.74869 0.000758979
  111 110.5 1.77314 0.000769594
