# Chunk-averaged data for fix tensor3 and group c2
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount density/number
52500000 480 6148.000000000002
  1 0.5 4.83938 0.00210042
  2 1.5 4.81192 0.00208851
  3 2.5 4.84543 0.00210305
  4 3.5 4.88289 0.00211931
  5 4.5 4.95166 0.00214916
  6 5.5 4.954 0.00215017
  7 6.5 4.95964 0.00215262
  8 7.5 4.94899 0.002148
  9 8.5 4.98451 0.00216342
  10 9.5 4.98404 0.00216321
  11 10.5 4.93903 0.00214368
  12 11.5 4.94968 0.0021483
  13 12.5 4.91868 0.00213484
  14 13.5 4.89056 0.00212264
  15 14.5 4.89013 0.00212245
  16 15.5 4.83821 0.00209992
  17 16.5 4.77893 0.00207419
  18 17.5 4.74693 0.0020603
  19 18.5 4.73701 0.00205599
  20 19.5 4.65878 0.00202204
  21 20.5 4.59202 0.00199306
  22 21.5 4.51094 0.00195787
  23 22.5 4.40217 0.00191066
  24 23.5 4.25244 0.00184568
  25 24.5 4.07305 0.00176782
  26 25.5 3.84738 0.00166987
  27 26.5 3.63064 0.0015758
  28 27.5 3.35497 0.00145615
  29 28.5 3.07704 0.00133552
  30 29.5 2.73668 0.0011878
  31 30.5 2.35881 0.00102379
  32 31.5 1.98192 0.000860208
  33 32.5 1.59666 0.000692997
  34 33.5 1.27641 0.000553997
  35 34.5 0.973576 0.000422559
  36 35.5 0.6964 0.000302257
  37 36.5 0.483488 0.000209847
  38 37.5 0.334888 0.000145351
  39 38.5 0.227312 9.86597e-05
  40 39.5 0.157512 6.83646e-05
  41 40.5 0.118104 5.12604e-05
  42 41.5 0.091352 3.96493e-05
  43 42.5 0.070992 3.08125e-05
  44 43.5 0.0588 2.55208e-05
  45 44.5 0.054936 2.38438e-05
  46 45.5 0.047504 2.06181e-05
  47 46.5 0.044104 1.91424e-05
  48 47.5 0.041864 1.81701e-05
  49 48.5 0.042056 1.82535e-05
  50 49.5 0.043216 1.87569e-05
  51 50.5 0.043312 1.87986e-05
  52 51.5 0.043432 1.88507e-05
  53 52.5 0.042424 1.84132e-05
  54 53.5 0.040936 1.77674e-05
  55 54.5 0.042344 1.83785e-05
  56 55.5 0.042656 1.85139e-05
  57 56.5 0.042624 1.85e-05
  58 57.5 0.042888 1.86146e-05
  59 58.5 0.040776 1.76979e-05
  60 59.5 0.042112 1.82778e-05
  61 60.5 0.042704 1.85347e-05
  62 61.5 0.041504 1.80139e-05
  63 62.5 0.039376 1.70903e-05
  64 63.5 0.038648 1.67743e-05
  65 64.5 0.040568 1.76076e-05
  66 65.5 0.0382 1.65799e-05
  67 66.5 0.037688 1.63576e-05
  68 67.5 0.037192 1.61424e-05
  69 68.5 0.03836 1.66493e-05
  70 69.5 0.038544 1.67292e-05
  71 70.5 0.038048 1.65139e-05
  72 71.5 0.037944 1.64688e-05
  73 72.5 0.038088 1.65312e-05
  74 73.5 0.040296 1.74896e-05
  75 74.5 0.041704 1.81007e-05
  76 75.5 0.043728 1.89792e-05
  77 76.5 0.038496 1.67083e-05
  78 77.5 0.039072 1.69583e-05
  79 78.5 0.040104 1.74062e-05
  80 79.5 0.04156 1.80382e-05
  81 80.5 0.041656 1.80799e-05
  82 81.5 0.04196 1.82118e-05
  83 82.5 0.03824 1.65972e-05
  84 83.5 0.038 1.64931e-05
  85 84.5 0.041176 1.78715e-05
  86 85.5 0.043704 1.89688e-05
  87 86.5 0.042176 1.83056e-05
  88 87.5 0.040128 1.74167e-05
  89 88.5 0.039592 1.7184e-05
  90 89.5 0.037888 1.64444e-05
  91 90.5 0.040608 1.7625e-05
  92 91.5 0.040824 1.77188e-05
  93 92.5 0.04184 1.81597e-05
  94 93.5 0.043064 1.8691e-05
  95 94.5 0.042008 1.82326e-05
  96 95.5 0.044248 1.92049e-05
  97 96.5 0.042856 1.86007e-05
  98 97.5 0.041472 1.8e-05
  99 98.5 0.040128 1.74167e-05
  100 99.5 0.039504 1.71458e-05
  101 100.5 0.041456 1.79931e-05
  102 101.5 0.043624 1.8934e-05
  103 102.5 0.041696 1.80972e-05
  104 103.5 0.043272 1.87812e-05
  105 104.5 0.043824 1.90208e-05
  106 105.5 0.042416 1.84097e-05
  107 106.5 0.042168 1.83021e-05
  108 107.5 0.039312 1.70625e-05
  109 108.5 0.039736 1.72465e-05
  110 109.5 0.03972 1.72396e-05
  111 110.5 0.04044 1.75521e-05
  112 111.5 0.039088 1.69653e-05
  113 112.5 0.039448 1.71215e-05
  114 113.5 0.038992 1.69236e-05
  115 114.5 0.038952 1.69063e-05
  116 115.5 0.039128 1.69826e-05
  117 116.5 0.039776 1.72639e-05
  118 117.5 0.037328 1.62014e-05
  119 118.5 0.042248 1.83368e-05
  120 119.5 0.03932 1.7066e-05
  121 120.5 0.040184 1.7441e-05
  122 121.5 0.040696 1.76632e-05
  123 122.5 0.039392 1.70972e-05
  124 123.5 0.041264 1.79097e-05
  125 124.5 0.042216 1.83229e-05
  126 125.5 0.041904 1.81875e-05
  127 126.5 0.0412 1.78819e-05
  128 127.5 0.043456 1.88611e-05
  129 128.5 0.043968 1.90833e-05
  130 129.5 0.04032 1.75e-05
  131 130.5 0.042744 1.85521e-05
  132 131.5 0.041272 1.79132e-05
  133 132.5 0.03936 1.70833e-05
  134 133.5 0.039192 1.70104e-05
  135 134.5 0.038896 1.68819e-05
  136 135.5 0.037952 1.64722e-05
  137 136.5 0.03816 1.65625e-05
  138 137.5 0.038176 1.65694e-05
  139 138.5 0.038944 1.69028e-05
  140 139.5 0.038248 1.66007e-05
  141 140.5 0.041552 1.80347e-05
  142 141.5 0.039672 1.72187e-05
  143 142.5 0.043416 1.88438e-05
  144 143.5 0.043 1.86632e-05
  145 144.5 0.042528 1.84583e-05
  146 145.5 0.042072 1.82604e-05
  147 146.5 0.040584 1.76146e-05
  148 147.5 0.039944 1.73368e-05
  149 148.5 0.040848 1.77292e-05
  150 149.5 0.038504 1.67118e-05
  151 150.5 0.04092 1.77604e-05
  152 151.5 0.042936 1.86354e-05
  153 152.5 0.039704 1.72326e-05
  154 153.5 0.04036 1.75174e-05
  155 154.5 0.03748 1.62674e-05
  156 155.5 0.037288 1.6184e-05
  157 156.5 0.036136 1.5684e-05
  158 157.5 0.035928 1.55937e-05
  159 158.5 0.036592 1.58819e-05
  160 159.5 0.036968 1.60451e-05
  161 160.5 0.03388 1.47049e-05
  162 161.5 0.037816 1.64132e-05
  163 162.5 0.038672 1.67847e-05
  164 163.5 0.039568 1.71736e-05
  165 164.5 0.038472 1.66979e-05
  166 165.5 0.035704 1.54965e-05
  167 166.5 0.036768 1.59583e-05
  168 167.5 0.034728 1.50729e-05
  169 168.5 0.0348 1.51042e-05
  170 169.5 0.036576 1.5875e-05
  171 170.5 0.037408 1.62361e-05
  172 171.5 0.03616 1.56944e-05
  173 172.5 0.037808 1.64097e-05
  174 173.5 0.035656 1.54757e-05
  175 174.5 0.037664 1.63472e-05
  176 175.5 0.034312 1.48924e-05
  177 176.5 0.037376 1.62222e-05
