# Chunk-averaged data for fix tensor and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount density/number c_press[1] c_press[2] c_press[3]
20000000 480 11117
  1 0.5 32.7186 0.0142008 -459.168 -417.353 -529.197
  2 1.5 32.7127 0.0141982 -389.227 -372.021 -401.386
  3 2.5 32.7364 0.0142085 -451.464 -492.104 -401.313
  4 3.5 32.7057 0.0141952 -473.107 -431.343 -411.101
  5 4.5 32.7308 0.0142061 -485.478 -481.756 -478.665
  6 5.5 32.7195 0.0142012 -409.308 -418.333 -445.965
  7 6.5 32.7038 0.0141944 -418.47 -450.145 -403.855
  8 7.5 32.7637 0.0142204 -407.026 -426.357 -396.431
  9 8.5 32.7186 0.0142008 -386.157 -455.883 -455.659
  10 9.5 32.6852 0.0141863 -283.668 -299.908 -440.335
  11 10.5 32.7237 0.014203 -421.106 -381.968 -465.138
  12 11.5 32.7599 0.0142187 -409.373 -399.232 -366.041
  13 12.5 32.7404 0.0142103 -511.953 -496.359 -435.932
  14 13.5 32.7032 0.0141941 -519.549 -440.5 -456.653
  15 14.5 32.7185 0.0142007 -463.8 -466.83 -437.104
  16 15.5 32.7521 0.0142153 -461.132 -454.501 -457.699
  17 16.5 32.7556 0.0142168 -474.674 -443.737 -392.4
  18 17.5 32.695 0.0141906 -421.908 -400.824 -435.453
  19 18.5 32.7328 0.014207 -449.203 -358.728 -428.148
  20 19.5 32.7726 0.0142242 -490.183 -470.815 -458.177
  21 20.5 32.6972 0.0141915 -488.542 -426.533 -446.372
  22 21.5 32.7207 0.0142017 -410.008 -418.133 -417.395
  23 22.5 32.7302 0.0142058 -378.442 -417.303 -375.792
  24 23.5 32.745 0.0142122 -466.244 -432.964 -461.646
  25 24.5 32.6903 0.0141885 -492.461 -431.267 -460.607
  26 25.5 32.7117 0.0141978 -359.62 -426.721 -370.081
  27 26.5 32.762 0.0142196 -405.238 -451.112 -419.143
  28 27.5 32.7043 0.0141946 -507.548 -488.129 -516.391
  29 28.5 32.7167 0.0142 -425.119 -484.631 -390.136
  30 29.5 32.733 0.014207 -520.943 -468.282 -417.266
  31 30.5 32.7305 0.014206 -531.878 -546.933 -461.021
  32 31.5 32.7266 0.0142043 -433.581 -498.301 -456.729
  33 32.5 32.7306 0.014206 -429.569 -480.466 -391.838
  34 33.5 32.7156 0.0141995 -438.605 -423.077 -451.717
  35 34.5 32.7156 0.0141995 -384.089 -415.947 -452.659
  36 35.5 32.7255 0.0142038 -370.566 -471.729 -415.86
  37 36.5 32.7122 0.014198 -433.222 -382.02 -402.584
  38 37.5 32.7029 0.014194 -380.527 -471.067 -420.361
  39 38.5 32.7081 0.0141962 -415.873 -421.225 -502.601
  40 39.5 32.6753 0.014182 -422.815 -441.018 -475.53
  41 40.5 32.695 0.0141905 -403.704 -395.01 -400.844
  42 41.5 32.7312 0.0142062 -406.998 -414.812 -427.565
  43 42.5 32.6877 0.0141874 -398.843 -353.531 -438.053
  44 43.5 32.6773 0.0141829 -370.3 -397.079 -449.158
  45 44.5 32.6766 0.0141826 -389.919 -407.105 -498.175
  46 45.5 32.6798 0.0141839 -340.12 -378.978 -493.647
  47 46.5 32.6687 0.0141791 -419.927 -417.295 -493.291
  48 47.5 32.6853 0.0141863 -380.835 -394.556 -502.878
  49 48.5 32.6342 0.0141642 -359.819 -368.258 -561.564
  50 49.5 32.6498 0.0141709 -280.204 -284.104 -576.79
  51 50.5 32.6368 0.0141653 -325.784 -188.784 -703.713
  52 51.5 32.6054 0.0141517 -222.536 -188.079 -743.072
  53 52.5 32.602 0.0141502 -165.687 -124.487 -776.4
  54 53.5 32.5855 0.014143 -69.0761 -141.885 -897.702
  55 54.5 32.509 0.0141098 -0.389903 -4.50258 -1015.63
  56 55.5 32.4456 0.0140823 145.037 54.8515 -1203.25
  57 56.5 32.3594 0.0140449 343.589 215.805 -1331.45
  58 57.5 32.2379 0.0139922 536.159 475.844 -1503.41
  59 58.5 32.1036 0.0139339 907.516 782.259 -1751.9
  60 59.5 31.8582 0.0138273 1235.79 1180.04 -1885.91
  61 60.5 31.5262 0.0136832 1643.37 1683.26 -2077.51
  62 61.5 31.1914 0.0135379 2180.3 2148.18 -2176.87
  63 62.5 30.6132 0.013287 2855.08 2858.4 -2292.78
  64 63.5 29.8439 0.0129531 3466.18 3506.68 -2168.22
  65 64.5 28.8901 0.0125391 4298.09 4241.23 -1872.74
  66 65.5 27.624 0.0119896 5107.37 5051.32 -1486.03
  67 66.5 26.0053 0.011287 5704.94 5705.72 -949.281
  68 67.5 24.0252 0.0104276 6275.49 6335.26 -84.5556
  69 68.5 21.7473 0.00943895 6794.76 6731.71 924.134
  70 69.5 19.1533 0.00831308 6789.15 6873.62 2138.14
  71 70.5 16.3714 0.00710563 6528.83 6561.79 3292.81
  72 71.5 13.4966 0.0058579 5966.8 6021.85 4233.49
  73 72.5 10.7744 0.00467637 4940.31 4930.77 5250
  74 73.5 8.32022 0.00361121 3555.96 3569.95 5886.76
  75 74.5 6.25311 0.00271402 1627.68 1650.86 5875.21
  76 75.5 4.62754 0.00200848 -527.279 -384.591 5410.48
  77 76.5 3.41357 0.00148158 -2910.03 -2864.2 4025.25
  78 77.5 2.55213 0.00110769 -5414.56 -5487.15 1949.75
  79 78.5 1.97264 0.000856181 -7996.21 -7920.26 -752.272
  80 79.5 1.59021 0.000690197 -10162 -10158.9 -3732.55
  81 80.5 1.34126 0.000582146 -11604.2 -11930.2 -6484.43
  82 81.5 1.18805 0.000515647 -13115.4 -13233.4 -8934.78
  83 82.5 1.0869 0.000471743 -13904.7 -14258.7 -10907.7
  84 83.5 1.02395 0.000444424 -14728.2 -14752.9 -12367.9
  85 84.5 0.977104 0.00042409 -15179.1 -15371.2 -13550.8
  86 85.5 0.946484 0.0004108 -15555.6 -15616 -14278.6
  87 86.5 0.92984 0.000403576 -15574.1 -15718.6 -14781.7
  88 87.5 0.916046 0.000397589 -15694.6 -15843.9 -15219.4
  89 88.5 0.908112 0.000394146 -15876.2 -15801 -15494.6
  90 89.5 0.906588 0.000393484 -15803.6 -15980.8 -15603.7
  91 90.5 0.90896 0.000394514 -16001 -15694.6 -15602.3
  92 91.5 0.908406 0.000394273 -15820.1 -15708.7 -15628
  93 92.5 0.902082 0.000391529 -15923.8 -15834.3 -15852.6
  94 93.5 0.89519 0.000388537 -15828.3 -16022.2 -15996.4
  95 94.5 0.894518 0.000388246 -15645.4 -16121.5 -16022.5
  96 95.5 0.89547 0.000388659 -15837.7 -16141.9 -15987.2
  97 96.5 0.894632 0.000388295 -15942.9 -16142 -16075.7
  98 97.5 0.90265 0.000391775 -15999.5 -16097.8 -15934.8
  99 98.5 0.899336 0.000390337 -15943.7 -16117.9 -15817.7
  100 99.5 0.90146 0.000391259 -15757.7 -15971.3 -15862.2
  101 100.5 0.895614 0.000388721 -15780.1 -16055.6 -16089.8
  102 101.5 0.89621 0.00038898 -16034.1 -16151.1 -16128.3
  103 102.5 0.901428 0.000391245 -16036.6 -15832.2 -15854.9
  104 103.5 0.902612 0.000391759 -16072.2 -15892.1 -15793.5
  105 104.5 0.902968 0.000391913 -16098.9 -16033.3 -15914.6
  106 105.5 0.89734 0.00038947 -15824.4 -16128.4 -16001.9
  107 106.5 0.897952 0.000389736 -16215.6 -15956.9 -16071
  108 107.5 0.899284 0.000390314 -16102.8 -15961.8 -15925.8
  109 108.5 0.896328 0.000389031 -16159.6 -16170.4 -16040.5
  110 109.5 0.896396 0.000389061 -16052 -15954.1 -16005.1
  111 110.5 0.88242 0.000382995 -16193.5 -15969.3 -16281.1
  112 111.5 0.883786 0.000383588 -16256.2 -15973.6 -16195.1
  113 112.5 0.88996 0.000386267 -16188.6 -16039.6 -16088.8
  114 113.5 0.889416 0.000386031 -16043.8 -16034.5 -16101.2
  115 114.5 0.889912 0.000386247 -16221.4 -15959.4 -16187.1
  116 115.5 0.8914 0.000386892 -16111.6 -15979.4 -16126.7
  117 116.5 0.892658 0.000387438 -16186.4 -15934.1 -16078.9
  118 117.5 0.8967 0.000389193 -15993.9 -15751.4 -15971.9
  119 118.5 0.895058 0.00038848 -16048.6 -16041.5 -16022.7
  120 119.5 0.89121 0.00038681 -15965.5 -15963.2 -16105.8
  121 120.5 0.889204 0.000385939 -16027.6 -16269.8 -16221.2
  122 121.5 0.887082 0.000385018 -15972.6 -16290.3 -16136.6
  123 122.5 0.890614 0.000386551 -15942.3 -16277.9 -16089.7
  124 123.5 0.895396 0.000388627 -15956 -16373.4 -16007.9
  125 124.5 0.891252 0.000386828 -16057.6 -16248.1 -16082.2
  126 125.5 0.89378 0.000387925 -16035.5 -16166.6 -16108.8
  127 126.5 0.891874 0.000387098 -16058.7 -16234.6 -16039
  128 127.5 0.889628 0.000386123 -16034.1 -16142.9 -16176.1
  129 128.5 0.893636 0.000387863 -16070.4 -16120.2 -16069.6
  130 129.5 0.902366 0.000391652 -15962.8 -16015.1 -15854.3
  131 130.5 0.901986 0.000391487 -16127.9 -15920.1 -15909.4
  132 131.5 0.899848 0.000390559 -16170.1 -16081.3 -15965.6
  133 132.5 0.905068 0.000392825 -16204.9 -15906.7 -15910.3
  134 133.5 0.908886 0.000394482 -16142.9 -15807.7 -15799.9
  135 134.5 0.904466 0.000392563 -16010.4 -15903.5 -15826.7
  136 135.5 0.902262 0.000391607 -15925.7 -15951.6 -15896.9
  137 136.5 0.89048 0.000386493 -15936.7 -15961 -16166
  138 137.5 0.89678 0.000389227 -15981.7 -15799.9 -15999
  139 138.5 0.900708 0.000390932 -16069.2 -15732.4 -15903.1
  140 139.5 0.897528 0.000389552 -15972.5 -15668.5 -15979.3
