# Chunk-averaged data for fix tensor and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount density/number c_press[1] c_press[2] c_press[3]
52500000 480 10676.000000000004
  1 0.5 30.7125 0.0133301 -909.118 -986.223 -891.953
  2 1.5 30.6776 0.0133149 -976.462 -776.921 -917.509
  3 2.5 30.7612 0.0133512 -978.817 -894.168 -903.085
  4 3.5 30.6745 0.0133136 -888.849 -755.948 -956.364
  5 4.5 30.7132 0.0133304 -828.54 -759.197 -888.66
  6 5.5 30.7161 0.0133316 -972.477 -911.313 -910.99
  7 6.5 30.7348 0.0133397 -958.766 -834.626 -961.461
  8 7.5 30.7038 0.0133263 -985.382 -943.776 -859.029
  9 8.5 30.7381 0.0133412 -853.45 -949.766 -884.741
  10 9.5 30.7508 0.0133467 -1011.74 -821.446 -1005.64
  11 10.5 30.7012 0.0133252 -943.145 -1009.36 -945.159
  12 11.5 30.7583 0.01335 -761.752 -932.406 -778.924
  13 12.5 30.7148 0.0133311 -1036.25 -894.093 -968.043
  14 13.5 30.7598 0.0133506 -1084.66 -953.595 -1020.28
  15 14.5 30.7358 0.0133402 -1049.77 -872.303 -882.819
  16 15.5 30.7414 0.0133426 -1019.28 -926.064 -967.935
  17 16.5 30.8064 0.0133708 -1033.78 -983.099 -828.63
  18 17.5 30.7905 0.0133639 -863.771 -937.734 -933.123
  19 18.5 30.7838 0.013361 -1028.6 -906.754 -906.463
  20 19.5 30.7693 0.0133547 -884.38 -803.529 -930.828
  21 20.5 30.7922 0.0133647 -1136.39 -956.264 -956.514
  22 21.5 30.843 0.0133867 -1204.12 -983.097 -909.413
  23 22.5 30.7407 0.0133423 -982.841 -972.354 -1003.6
  24 23.5 30.8 0.013368 -896.631 -785.371 -862.096
  25 24.5 30.8353 0.0133834 -1017.12 -883.93 -937.087
  26 25.5 30.8612 0.0133946 -794.437 -884.139 -800.97
  27 26.5 30.8163 0.0133751 -844.733 -1002.6 -964.617
  28 27.5 30.7886 0.0133631 -867.203 -912.458 -969.815
  29 28.5 30.8512 0.0133903 -947.431 -1067.9 -983.132
  30 29.5 30.9123 0.0134168 -958.13 -984.506 -861.154
  31 30.5 30.8024 0.0133691 -1058.13 -1094.28 -969.064
  32 31.5 30.8888 0.0134066 -920.884 -799.379 -845.739
  33 32.5 30.8888 0.0134066 -732.834 -719.057 -927.205
  34 33.5 30.8476 0.0133887 -942.968 -878.542 -997.729
  35 34.5 30.8622 0.013395 -934.987 -726.754 -883.212
  36 35.5 30.9148 0.0134179 -941.83 -922.268 -843.138
  37 36.5 30.9156 0.0134182 -1066.4 -918.597 -1059.11
  38 37.5 30.8152 0.0133746 -993.422 -910.798 -926.877
  39 38.5 30.8586 0.0133935 -995.413 -897.629 -890.776
  40 39.5 30.974 0.0134436 -984.967 -971.511 -895.562
  41 40.5 30.8735 0.0133999 -958.634 -1070.07 -891.203
  42 41.5 30.8393 0.0133851 -889.843 -963.022 -983.968
  43 42.5 30.9003 0.0134116 -982.541 -796.814 -972.576
  44 43.5 30.9322 0.0134254 -857.235 -769.46 -764.444
  45 44.5 30.8986 0.0134109 -911.711 -996.264 -849.374
  46 45.5 30.8675 0.0133973 -869.094 -1071.4 -1033.92
  47 46.5 30.9005 0.0134117 -851.715 -992.8 -951.58
  48 47.5 30.9016 0.0134122 -925.766 -1006.71 -949.903
  49 48.5 30.8914 0.0134077 -921.719 -852.621 -886.887
  50 49.5 30.9181 0.0134193 -929.534 -879.697 -911.392
  51 50.5 30.9196 0.0134199 -989.461 -1025.26 -963.766
  52 51.5 30.9423 0.0134298 -1044.85 -964.155 -882.33
  53 52.5 30.8628 0.0133953 -849.915 -893.042 -870.45
  54 53.5 30.8744 0.0134004 -800.215 -1033.23 -1005.16
  55 54.5 30.9069 0.0134144 -843.619 -979.853 -1056.24
  56 55.5 30.9241 0.0134219 -853.447 -878.541 -799.96
  57 56.5 30.8512 0.0133903 -923.001 -878.745 -885.579
  58 57.5 30.9443 0.0134307 -962.951 -956.058 -963.255
  59 58.5 30.8458 0.0133879 -863.15 -994.888 -985.985
  60 59.5 30.8733 0.0133999 -1049.31 -957.557 -858.115
  61 60.5 30.9076 0.0134148 -1151.68 -944.942 -909.84
  62 61.5 30.9207 0.0134204 -896.121 -822.753 -1065.22
  63 62.5 30.8309 0.0133815 -870.261 -892.702 -943.106
  64 63.5 30.8327 0.0133823 -922.874 -994.564 -953.78
  65 64.5 30.9232 0.0134215 -824.178 -732.524 -956.025
  66 65.5 30.8691 0.0133981 -1131.71 -1058.07 -1030.2
  67 66.5 30.7519 0.0133472 -872.013 -803.921 -1072.11
  68 67.5 30.8632 0.0133955 -803.58 -781.519 -1051.14
  69 68.5 30.85 0.0133897 -851.55 -766.588 -1048.4
  70 69.5 30.7502 0.0133464 -576.764 -733.556 -1016.38
  71 70.5 30.6647 0.0133093 -716.467 -747.196 -1355.67
  72 71.5 30.732 0.0133385 -505.483 -455.894 -1259.76
  73 72.5 30.6381 0.0132978 -454.56 -567.508 -1281.23
  74 73.5 30.5966 0.0132798 -397.574 -483.439 -1390.99
  75 74.5 30.4649 0.0132226 -201.229 -324.53 -1511.45
  76 75.5 30.3817 0.0131865 -161.63 -149.539 -1659.1
  77 76.5 30.3527 0.0131739 -56.5634 -154.43 -1634.01
  78 77.5 30.0547 0.0130446 132.324 6.00748 -2008.46
  79 78.5 29.8625 0.0129612 236.321 379.181 -1991.78
  80 79.5 29.6024 0.0128483 587.526 657.106 -2176.57
  81 80.5 29.2937 0.0127143 784.428 770.827 -2190.33
  82 81.5 28.8034 0.0125015 1369.57 1245.81 -2284.02
  83 82.5 28.251 0.0122617 1620.57 1536.98 -2234.77
  84 83.5 27.4535 0.0119156 2010.31 2036.11 -2250.86
  85 84.5 26.5345 0.0115167 2572.4 2567.51 -2019.51
  86 85.5 25.4035 0.0110258 2741.52 2727.56 -1703.87
  87 86.5 23.9792 0.0104076 3047.89 3059.06 -1339.51
  88 87.5 22.3765 0.00971201 3173.96 3137.36 -955.218
  89 88.5 20.5098 0.00890184 3068.41 3166.26 -374.976
  90 89.5 18.5215 0.00803883 3016.6 2926.19 258.7
  91 90.5 16.3403 0.00709216 2446.54 2584.5 639.378
  92 91.5 14.2255 0.00617424 1704.89 1840.86 1095.96
  93 92.5 12.1295 0.00526453 852.828 1021.68 1443.74
  94 93.5 10.1838 0.00442003 -152.435 -386.13 1423.66
  95 94.5 8.40438 0.00364773 -1403.27 -1570.66 1258.82
  96 95.5 6.9358 0.00301033 -2939.57 -3084.67 646.488
  97 96.5 5.71698 0.00248133 -4725.84 -4641.82 -388.78
  98 97.5 4.72531 0.00205092 -6108.24 -6301.65 -1544.53
  99 98.5 3.98907 0.00173137 -7745.82 -7903.43 -2770.3
  100 99.5 3.39014 0.00147142 -9303.1 -9472.84 -4622.01
  101 100.5 2.96228 0.00128571 -10626.9 -11007.2 -6378.37
  102 101.5 2.61114 0.00113331 -12127.9 -12072.6 -8391.76
  103 102.5 2.3775 0.0010319 -12663.5 -12771.7 -9982.82
  104 103.5 2.24222 0.000973184 -13566 -13767.3 -11027.7
  105 104.5 2.12779 0.000923521 -14139.3 -14326.2 -12049
  106 105.5 2.05425 0.000891601 -14934.3 -14854.7 -12986.6
  107 106.5 1.9817 0.000860115 -14977.1 -15066.8 -13682
  108 107.5 1.92796 0.000836788 -14936.1 -15110.7 -14208.5
  109 108.5 1.89796 0.000823767 -15254.7 -14924.6 -14565.3
  110 109.5 1.89834 0.000823934 -15248.7 -15372.3 -14697.1
  111 110.5 1.85676 0.000805885 -15335.4 -15376 -15227.9
  112 111.5 1.82077 0.000790264 -15212.3 -15505.8 -15489.3
  113 112.5 1.80274 0.000782441 -15658.1 -15259 -15743.4
  114 113.5 1.82116 0.000790434 -15283.2 -15317.7 -15620.4
  115 114.5 1.81597 0.000788181 -15694.5 -15674.3 -15728.6
  116 115.5 1.81639 0.000788365 -15486 -16209 -15635
  117 116.5 1.82452 0.000791892 -15147.6 -16159.2 -15673.4
  118 117.5 1.8141 0.000787368 -15418.8 -15856.5 -15727.5
  119 118.5 1.80982 0.00078551 -15269.2 -15721.2 -15779.5
  120 119.5 1.80082 0.000781608 -15460.1 -15805.6 -15821.8
  121 120.5 1.80446 0.000783188 -15593.2 -15649.1 -15836
